lon,lat
120.4652378728277,23.56842161044325
120.46523832980931,23.56830873934545
120.46523878678808,23.568195868246
120.46523924376402,23.568082997144913
120.4652397007371,23.56797012604218
120.46524015770734,23.567857254937795
120.46524061467473,23.567744383831766
120.4652410716393,23.56763151272409
120.46524152860098,23.56751864161477
120.46524198555986,23.5674057705038
120.46524244251587,23.567292899391187
120.46524289946906,23.567180028276923
120.46524335641938,23.567067157161016
120.46524381336687,23.56695428604346
120.46524427031152,23.566841414924255
120.4652447272533,23.566728543803407
120.46524518419224,23.56661567268091
120.46524564112836,23.566502801556766
120.46524609806161,23.566389930430983
120.46524655499202,23.566277059303548
120.4652470119196,23.56616418817446
120.46524746884434,23.566051317043737
120.4652479257662,23.56593844591136
120.46524838268526,23.56582557477734
120.46524883960146,23.565712703641672
120.4652492965148,23.565599832504358
120.46524975342533,23.565486961365398
120.46525021033297,23.565374090224793
120.46525066723778,23.565261219082533
120.46525112413975,23.56514834793864
120.46525158103888,23.56503547679309
120.46525203793517,23.5649226056459
120.46525249482863,23.564809734497057
120.46525295171921,23.56469686334657
120.46525340860697,23.56458399219443
120.46525386549187,23.564471121040658
120.46525432237392,23.564358249885228
120.46525477925314,23.56424537872816
120.46525523612952,23.56413250756944
120.46525569300304,23.56401963640907
120.46525614987375,23.56390676524706
120.46525660674158,23.5637938940834
120.46525706360657,23.5636810229181
120.46525752046873,23.56356815175114
120.46525797732802,23.56345528058255
120.4652584341845,23.563342409412304
120.46525889103813,23.563229538240414
120.46525934788892,23.563116667066872
120.46525980473685,23.563003795891692
120.46526026158192,23.56289092471486
120.46526071842418,23.56277805353638
120.46526117526355,23.562665182356263
120.46526163210011,23.56255231117449
120.46526208893384,23.562439439991074
120.46526254576469,23.56232656880601
120.46526300259272,23.56221369761931
120.4652634594179,23.562100826430957
120.46526391624023,23.56198795524095
120.46526437305971,23.5618750840493
120.46526482987638,23.561762212856006
120.46526528669018,23.56164934166107
120.46526574350113,23.561536470464485
120.46526620030924,23.56142359926625
120.46526665711453,23.561310728066367
120.46526711391694,23.561197856864844
120.46526757071652,23.56108498566168
120.46526802751325,23.56097211445686
120.46526848430716,23.56085924325039
120.4652689410982,23.56074637204228
120.4652693978864,23.560633500832527
120.46526985467176,23.560520629621124
120.4652703114543,23.560407758408076
120.46527076823396,23.56029488719338
120.4652712250108,23.560182015977034
120.46527168178478,23.560069144759048
120.46527213855592,23.559956273539413
120.46527259532424,23.559843402318137
120.46527305208967,23.559730531095198
120.46527350885229,23.559617659870632
120.46527396561207,23.55950478864441
120.46527442236899,23.559391917416548
120.46527487912307,23.559279046187036
120.46527533587431,23.559166174955877
120.46536032282792,23.56842203162963
120.4653607797049,23.56830916052958
120.46536123657904,23.568196289427878
120.46536169345035,23.568083418324534
120.46536215031881,23.56797054721955
120.46536260718442,23.567857676112904
120.46536306404721,23.567744805004622
120.46536352090712,23.567631933894695
120.46536397776421,23.567519062783116
120.46536443461845,23.567406191669885
120.46536489146983,23.567293320555013
120.4653653483184,23.567180449438496
120.46536580516411,23.567067578320337
120.46536626200698,23.56695470720052
120.465366718847,23.56684183607906
120.46536717568416,23.566728964955963
120.46536763251851,23.566616093831204
120.46536808935,23.56650322270481
120.46536854617864,23.566390351576768
120.46536900300445,23.566277480447074
120.46536945982739,23.566164609315734
120.4653699166475,23.566051738182754
120.46537037346478,23.56593886704812
120.46537083027923,23.565825995911844
120.46537128709079,23.56571312477392
120.46537174389952,23.565600253634354
120.46537220070543,23.565487382493128
120.46537265750847,23.56537451135027
120.46537311430869,23.565261640205758
120.46537357110603,23.565148769059604
120.46537402790055,23.565035897911798
120.46537448469225,23.56492302676235
120.46537494148107,23.564810155611255
120.46537539826707,23.564697284458514
120.46537585505021,23.564584413304125
120.46537631183051,23.564471542148084
120.46537676860795,23.56435867099041
120.46537722538258,23.56424579983108
120.46537768215435,23.5641329286701
120.46537813892327,23.56402005750748
120.46537859568937,23.563907186343215
120.4653790524526,23.563794315177297
120.465379509213,23.563681444009738
120.46537996597054,23.563568572840534
120.46538042272527,23.563455701669678
120.46538087947712,23.563342830497177
120.46538133622614,23.56322995932303
120.46538179297232,23.563117088147244
120.46538224971565,23.5630042169698
120.46538270645615,23.562891345790714
120.4653831631938,23.562778474609985
120.4653836199286,23.562665603427607
120.46538407666056,23.562552732243578
120.46538453338968,23.56243986105791
120.46538499011596,23.56232698987059
120.46538544683939,23.562214118681627
120.46538590355998,23.562101247491018
120.46538636027772,23.56198837629876
120.4653868169926,23.561875505104858
120.46538727370466,23.561762633909307
120.4653877304139,23.561649762712115
120.46538818712024,23.56153689151327
120.46538864382377,23.56142402031278
120.46538910052446,23.561311149110647
120.46538955722231,23.56119827790687
120.4653900139173,23.561085406701444
120.46539047060945,23.560972535494365
120.46539092729876,23.56085966428564
120.46539138398522,23.560746793075282
120.46539184066886,23.56063392186327
120.46539229734964,23.56052105064961
120.46539275402758,23.560408179434305
120.46539321070266,23.560295308217356
120.46539366737491,23.560182436998755
120.46539412404432,23.560069565778505
120.46539458071088,23.559956694556625
120.46539503737459,23.559843823333093
120.46539549403548,23.559730952107902
120.46539595069352,23.559618080881076
120.4653964073487,23.5595052096526
120.46539686400106,23.559392338422484
120.46539732065055,23.559279467190713
120.46539777729721,23.559166595957297
120.46548277283095,23.568422452719574
120.46548322960334,23.568309581617264
120.46548368637285,23.56819671051331
120.46548414313953,23.568083839407713
120.46548459990336,23.567970968300465
120.46548505666435,23.56785809719158
120.46548551342251,23.567745226081026
120.46548597017782,23.567632354968843
120.46548642693028,23.567519483855012
120.46548688367989,23.56740661273953
120.46548734042665,23.567293741622404
120.4654877971706,23.567180870503627
120.46548825391167,23.567067999383216
120.46548871064994,23.566955128261142
120.46548916738533,23.56684225713743
120.4654896241179,23.56672938601207
120.4654900808476,23.566616514885062
120.46549053757447,23.56650364375641
120.4654909942985,23.566390772626114
120.4654914510197,23.566277901494168
120.46549190773804,23.566165030360573
120.46549236445352,23.566052159225332
120.4654928211662,23.565939288088444
120.465493277876,23.56582641694991
120.46549373458298,23.56571354580974
120.46549419128709,23.56560067466791
120.46549464798838,23.565487803524437
120.46549510468682,23.56537493237932
120.46549556138241,23.565262061232556
120.46549601807519,23.565149190084142
120.46549647476508,23.565036318934087
120.46549693145215,23.564923447782377
120.46549738813638,23.56481057662903
120.46549784481776,23.564697705474032
120.4654983014963,23.564584834317383
120.465498758172,23.564471963159093
120.46549921484484,23.56435909199916
120.46549967151486,23.56424622083758
120.46550012818203,23.564133349674346
120.46550058484635,23.564020478509466
120.46550104150782,23.563907607342944
120.46550149816647,23.563794736174778
120.46550195482227,23.563681865004966
120.46550241147521,23.563568993833496
120.46550286812531,23.56345612266039
120.46550332477258,23.563343251485634
120.46550378141701,23.563230380309236
120.46550423805859,23.56311750913119
120.46550469469733,23.563004637951494
120.46550515133323,23.562891766770154
120.46550560796628,23.562778895587165
120.46550606459648,23.56266602440253
120.46550652122386,23.56255315321625
120.46550697784839,23.562440282028323
120.46550743447006,23.56232741083875
120.46550789108889,23.562214539647535
120.46550834770488,23.562101668454666
120.46550880431805,23.561988797260152
120.46550926092834,23.561875926063998
120.46550971753582,23.56176305486619
120.46551017414045,23.561650183666746
120.46551063074223,23.561537312465646
120.46551108734116,23.561424441262904
120.46551154393727,23.561311570058507
120.46551200053052,23.56119869885248
120.46551245712092,23.561085827644796
120.46551291370848,23.56097295643546
120.46551337029321,23.56086008522449
120.4655138268751,23.56074721401187
120.46551428345414,23.560634342797602
120.46551474003033,23.56052147158169
120.46551519660369,23.560408600364127
120.4655156531742,23.560295729144926
120.46551610974187,23.56018285792407
120.46551656630669,23.56006998670157
120.46551702286867,23.559957115477427
120.46551747942783,23.559844244251632
120.46551793598411,23.559731373024196
120.46551839253758,23.559618501795114
120.46551884908818,23.55950563056438
120.46551930563596,23.559392759332013
120.4655197621809,23.559279888097983
120.46552021872299,23.559167016862315
120.46560522283687,23.568422873713068
120.4656056795046,23.568310002608502
120.46560613616951,23.568197131502295
120.46560659283156,23.568084260394446
120.46560704949077,23.567971389284946
