LAT,LON,HEA
23.5628612,120.4775793,25.4672966003418
23.5628643,120.4775811,25.6939849853516
23.5628694,120.4775838,25.6002998352051
23.5628772,120.477588,25.7305698394775
23.5628877,120.4775934,25.0466251373291
23.5628992,120.4775994,24.3520698547363
23.562911,120.4776053,26.1348915100098
23.5629221,120.4776111,33.5396385192871
23.5629418,120.4776236,37.2591857910156
23.562951,120.4776307,31.7807884216309
23.5629605,120.4776379,28.9677791595459
23.5629715,120.4776454,29.121208190918
23.5629838,120.4776532,28.302453994751
23.5629974,120.4776613,17.0271606445313
23.5630118,120.4776683,12.8906936645508
23.5630276,120.4776737,15.1887369155884
23.5630443,120.4776786,16.0948448181152
23.5630614,120.4776838,20.6830177307129
23.5630779,120.47769,25.8706321716309
23.563094,120.4776976,34.8373374938965
23.5631092,120.477707,42.0890960693359
23.5631224,120.4777175,41.0582389831543
23.5631311,120.4777255,40.9828109741211
23.5631352,120.477729,43.8533821105957
23.5631423,120.4777353,44.2670745849609
23.5631464,120.4777395,45.3489189147949
23.5631505,120.4777441,46.3094329833984
23.5631549,120.4777491,49.4050750732422
23.5631644,120.4777598,59.5796508789063
23.5631687,120.4777659,64.7996520996094
23.5631722,120.477772,63.7481575012207
23.5631753,120.4777786,50.6147384643555
23.5631847,120.4777937,48.9653511047363
23.5631917,120.4778021,45.524730682373
23.5632073,120.4778195,33.8363456726074
23.5632161,120.4778269,22.1766166687012
23.5632263,120.4778328,12.8572912216187
23.5632366,120.4778374,9.23984146118164
23.5632472,120.4778408,11.4913654327393
23.5632585,120.4778431,12.9543046951294
23.5632714,120.4778452,12.1921491622925
23.563296,120.4778505,11.799427986145
23.5633081,120.477855,13.9927492141724
23.5633127,120.4778574,14.7030839920044
23.5633186,120.4778592,17.1825008392334
23.5633261,120.4778616,18.3830947875977
23.5633339,120.4778646,28.1116142272949
23.5633489,120.4778718,25.2056007385254
23.5633559,120.477876,24.0725898742676
23.563363,120.47788,27.0968856811523
23.5633702,120.4778839,28.3708934783936
23.563387,120.4778925,28.4471988677979
23.5633965,120.4778976,28.6320991516113
23.563406,120.477903,28.7156620025635
23.5634152,120.4779084,32.6307640075684
23.5634328,120.47792,34.6492156982422
23.5634412,120.4779266,35.4684257507324
23.5634496,120.4779331,35.6932678222656
23.563466,120.4779459,37.5452995300293
23.5634821,120.4779589,37.370246887207
23.5634896,120.477965,38.1559791564941
23.5635187,120.4779911,39.6730461120605
23.5635335,120.478004,39.3663024902344
23.5635479,120.4780168,40.3261680603027
23.5635557,120.4780237,42.6762428283691
23.5635712,120.4780381,43.3702926635742
23.5635772,120.4780442,43.087474822998
23.5635875,120.4780541,28.2978000640869
23.5635926,120.4780582,26.9899654388428
23.5636135,120.478071,35.2361946105957
23.5636212,120.4780757,39.5669136047363
23.5636353,120.4780878,42.4440879821777
23.5636475,120.4781004,41.5073089599609
23.5636496,120.4781026,41.5073089599609
23.5636509,120.478104,41.1092796325684
23.5636587,120.4781108,16.7070198059082
23.5636639,120.4781132,16.6935882568359
23.5636716,120.4781155,11.4388008117676
23.5636807,120.4781178,359.263763427734
23.5636898,120.4781193,356.334777832031
23.5636981,120.4781197,354.068817138672
23.5637069,120.4781187,351.426086425781
23.5637159,120.4781168,343.625305175781
23.563725,120.478114,339.774383544922
23.5637342,120.4781108,339.811737060547
23.5637438,120.4781073,342.498199462891
23.5637525,120.478104,348.896484375
23.5637609,120.478102,26.6910285949707
23.5637658,120.478105,30.1307792663574
23.5637669,120.4781051,29.9098453521729
23.5637676,120.4781052,29.6186447143555
23.5637709,120.4781069,29.5720596313477
23.5637735,120.478109,29.5720596313477
23.5637766,120.4781111,29.5380516052246
23.5637801,120.478113,27.323356628418
23.5637837,120.4781149,13.3348026275635
23.5637872,120.4781168,354.786743164063
23.5637898,120.4781181,353.787780761719
23.5637918,120.4781185,2.49498057365417
23.5637947,120.478118,8.09363174438477
23.5650582,120.4715767,220.629333496094
23.5650577,120.4715766,220.627670288086
23.5650571,120.4715764,220.543853759766
23.5650563,120.4715764,220.553436279297
23.5650557,120.4715769,220.288940429688
23.5650556,120.4715775,220.084365844727
23.5650558,120.4715781,219.994171142578
23.5650562,120.4715785,219.909027099609
23.5650561,120.4715785,219.935272216797
23.5650561,120.4715784,228.659042358398
23.5650557,120.4715785,241.540771484375
23.5650555,120.4715789,244.558227539063
23.5650549,120.4715791,266.632171630859
23.5650544,120.47158,283.027770996094
23.5650545,120.4715813,283.599090576172
23.565055,120.4715806,301.033020019531
23.5650553,120.4715796,303.305206298828
23.5650561,120.4715783,301.273742675781
23.5650573,120.4715748,300.741424560547
23.565059,120.4715706,301.522735595703
23.5650615,120.4715657,301.752014160156
23.5650649,120.4715602,301.660858154297
23.5650682,120.4715551,302.165649414063
23.5650704,120.4715525,301.482879638672
23.5650706,120.471553,300.894378662109
23.56507,120.4715537,300.855987548828
23.5650692,120.4715543,300.661010742188
23.5650685,120.4715548,300.513488769531
23.5650678,120.4715554,300.576263427734
23.5650676,120.4715557,300.699890136719
23.5650675,120.4715557,300.984039306641
23.5650681,120.4715551,301.145080566406
23.5650693,120.471553,301.182922363281
23.5650714,120.47155,301.403442382813
23.565073,120.471548,301.176239013672
23.5650734,120.4715475,300.826812744141
23.5650733,120.4715475,300.736145019531
23.5650732,120.4715476,300.819854736328
23.5650734,120.471547,302.223022460938
23.565076,120.4715425,314.491760253906
23.5650806,120.4715365,325.526336669922
23.5650834,120.4715342,324.223602294922
23.565084,120.4715345,322.873443603516
23.565084,120.4715348,322.911499023438
23.5650839,120.4715347,323.260803222656
23.5650839,120.4715344,322.972473144531
23.5650838,120.4715341,322.674255371094
23.5650838,120.4715336,314.726959228516
23.5650834,120.4715335,281.388610839844
23.5650834,120.4715317,277.534912109375
23.5650838,120.4715305,293.195526123047
23.5650846,120.4715319,296.948089599609
23.5650855,120.4715334,295.292785644531
23.5650871,120.4715316,296.505950927734
23.5650891,120.4715271,299.462127685547
23.5650906,120.4715239,300.578247070313
23.5650909,120.4715234,300.009185791016
23.565091,120.4715221,299.481384277344
23.5650919,120.4715193,299.523834228516
23.5650927,120.4715169,300.113861083984
23.5650927,120.4715156,299.716827392578
23.5650932,120.4715133,299.669738769531
23.5650942,120.4715098,300.078186035156
23.5650962,120.4715057,300.45654296875
23.5650983,120.4715017,300.880157470703
23.5651003,120.4714997,300.607757568359
23.5651014,120.4714993,299.917358398438
23.5651025,120.471499,299.889068603516
23.5651035,120.4714986,299.919708251953
23.5651041,120.4714981,299.924957275391
23.5651042,120.4714979,300.184967041016
23.5651038,120.4714977,300.037414550781
23.5651031,120.4714977,299.843688964844
23.5651026,120.4714979,299.644592285156
23.5651025,120.4714974,299.496032714844
23.5651031,120.4714953,299.672485351563
23.5651044,120.4714923,300.414794921875
23.5651054,120.4714907,300.964080810547
23.5651058,120.4714908,300.514953613281
23.565106,120.471491,300.093688964844
23.565106,120.4714909,300.021118164063
23.5651061,120.4714906,300.293060302734
23.5651064,120.4714903,300.412292480469
23.5651067,120.4714901,300.385498046875
23.5651068,120.4714899,296.3583984375
23.5651068,120.4714898,263.196960449219
23.5651067,120.4714885,230.182479858398
23.5651056,120.4714861,228.683120727539
23.565105,120.4714845,235.738159179688
23.5651052,120.4714844,232.086715698242
23.5651065,120.4714863,209.949462890625
23.5651068,120.4714873,209.217102050781
23.5651037,120.4714857,211.523742675781
23.5650971,120.4714817,211.737518310547
23.5650873,120.4714754,211.630950927734
23.5650748,120.4714673,212.380401611328
23.5650609,120.4714577,212.914672851563
23.5650461,120.4714473,213.006469726563
23.565031,120.4714362,212.065994262695
23.5650155,120.4714248,211.736602783203
23.565,120.4714136,212.191024780273
23.5649847,120.4714026,212.499237060547
23.5649577,120.4713831,212.893524169922
23.5649509,120.4713784,213.408615112305
23.5649452,120.4713746,213.087646484375
23.5649387,120.47137,212.663619995117
23.5649309,120.4713648,212.434036254883
23.5649226,120.4713594,212.773559570313
23.5649142,120.4713539,212.946319580078
23.5649078,120.4713498,213.519195556641
23.564904,120.4713474,212.984390258789
23.564899,120.4713436,212.570449829102
23.5648925,120.4713389,212.318008422852
23.5648855,120.471334,212.592041015625
23.5648785,120.4713295,212.943634033203
23.5648713,120.4713246,213.10205078125
23.5648591,120.4713158,213.010375976563
23.5648546,120.4713125,213.013198852539
